No.,Time,Source,Destination,Protocol,Length
1,2025-03-05 11:02:50.419344,10.201.12.158,239.255.102.18,IGMP,60
2,2025-03-05 11:02:50.632885,10.201.9.56,224.0.0.252,IGMP,60
3,2025-03-05 11:02:50.632885,10.201.10.225,224.0.0.252,IGMP,60
4,2025-03-05 11:02:50.726929,10.201.8.235,224.0.0.252,IGMP,60
5,2025-03-05 11:02:50.726929,10.201.8.125,224.0.0.252,IGMP,60
6,2025-03-05 11:02:50.726929,10.201.15.46,224.0.0.252,IGMP,60
7,2025-03-05 11:02:50.831765,10.201.9.232,224.0.0.252,IGMP,60
8,2025-03-05 11:02:50.831765,10.201.9.232,224.0.0.2,IGMP,60
9,2025-03-05 11:02:50.831765,192.168.1.1,224.0.0.252,IGMP,60
10,2025-03-05 11:02:50.831765,10.201.9.232,224.0.0.2,IGMP,60
11,2025-03-05 11:02:50.831765,192.168.1.1,224.0.0.252,IGMP,60
12,2025-03-05 11:02:50.831765,10.201.9.232,224.0.0.2,IGMP,60
13,2025-03-05 11:02:50.831765,10.201.9.232,224.0.0.2,IGMP,60
14,2025-03-05 11:02:50.831765,192.168.1.1,224.0.0.113,IGMP,60
15,2025-03-05 11:02:50.831765,10.201.9.232,224.0.0.2,IGMP,60
16,2025-03-05 11:02:50.831765,192.168.1.1,224.0.0.113,IGMP,60
17,2025-03-05 11:02:50.831765,10.201.9.232,224.0.0.2,IGMP,60
18,2025-03-05 11:02:50.831765,10.201.9.232,224.0.0.251,IGMP,60
19,2025-03-05 11:02:50.831765,10.201.9.232,224.0.0.251,IGMP,60
20,2025-03-05 11:02:50.831765,10.201.9.232,224.0.0.251,IGMP,60
21,2025-03-05 11:02:50.831765,10.201.14.178,224.0.0.252,IGMP,60
22,2025-03-05 11:02:50.940665,10.201.11.119,239.255.102.18,IGMP,60
23,2025-03-05 11:02:50.940665,10.201.9.232,224.0.0.113,IGMP,60
24,2025-03-05 11:02:50.940665,10.201.13.241,224.0.0.251,IGMP,60
25,2025-03-05 11:02:51.033053,10.201.9.105,224.0.0.252,IGMP,60
26,2025-03-05 11:02:51.033053,10.201.15.183,224.0.0.252,IGMP,60
27,2025-03-05 11:02:51.033053,10.201.10.33,224.0.0.252,IGMP,60
28,2025-03-05 11:02:51.135392,10.201.11.189,224.0.0.252,IGMP,60
29,2025-03-05 11:02:51.135392,10.201.8.107,233.89.188.1,IGMP,60
30,2025-03-05 11:02:51.135392,10.201.13.173,224.0.0.252,IGMP,60
31,2025-03-05 11:02:51.343646,10.201.12.254,224.0.0.252,IGMP,60
32,2025-03-05 11:02:51.343646,10.201.11.203,224.0.0.252,IGMP,60
33,2025-03-05 11:02:51.343646,10.201.8.125,224.0.0.252,IGMP,60
34,2025-03-05 11:02:51.442341,10.201.15.27,224.0.0.252,IGMP,60
35,2025-03-05 11:02:51.649240,10.201.13.231,224.0.0.252,IGMP,60
36,2025-03-05 11:02:51.649240,10.201.13.231,239.255.255.250,IGMP,60
37,2025-03-05 11:02:51.649240,10.201.13.231,224.0.0.251,IGMP,60
38,2025-03-05 11:02:51.649240,10.201.13.231,224.0.0.251,IGMP,60
39,2025-03-05 11:02:51.649240,10.201.13.231,224.0.0.252,IGMP,60
41,2025-03-05 11:02:51.749347,10.201.13.231,224.0.0.2,IGMP,60
42,2025-03-05 11:02:51.751176,192.168.1.1,224.0.0.252,IGMP,60
43,2025-03-05 11:02:51.751176,10.201.13.231,224.0.0.2,IGMP,60
44,2025-03-05 11:02:51.751176,192.168.1.1,224.0.0.252,IGMP,60
45,2025-03-05 11:02:51.751176,10.201.12.252,224.0.0.252,IGMP,60
46,2025-03-05 11:02:51.751176,10.201.13.70,224.0.0.252,IGMP,60
47,2025-03-05 11:02:51.751176,10.201.13.40,224.0.0.251,IGMP,60
48,2025-03-05 11:02:51.751176,10.201.13.40,224.0.0.251,IGMP,60
49,2025-03-05 11:02:51.851938,10.201.13.227,224.0.0.252,IGMP,60
50,2025-03-05 11:02:51.964151,10.201.9.105,224.0.0.252,IGMP,60
51,2025-03-05 11:02:52.056821,10.201.14.76,224.0.0.251,IGMP,60
52,2025-03-05 11:02:52.057791,10.201.10.33,224.0.0.252,IGMP,60
53,2025-03-05 11:02:52.057791,10.201.11.189,224.0.0.252,IGMP,60
54,2025-03-05 11:02:52.160354,192.168.1.1,224.0.0.252,IGMP,60
55,2025-03-05 11:02:52.160354,192.168.1.1,224.0.0.252,IGMP,60
56,2025-03-05 11:02:52.160354,10.201.15.78,224.0.0.252,IGMP,60
57,2025-03-05 11:02:52.160354,10.201.9.29,239.255.255.250,IGMP,60
58,2025-03-05 11:02:52.160354,10.201.9.29,224.0.0.2,IGMP,60
59,2025-03-05 11:02:52.160354,10.201.9.29,224.0.0.2,IGMP,60
60,2025-03-05 11:02:52.262715,10.201.8.125,224.0.0.252,IGMP,60
61,2025-03-05 11:02:52.262715,10.201.2.135,224.0.0.252,IGMP,60
66,2025-03-05 11:02:52.364455,10.201.9.193,224.0.0.252,IGMP,60
67,2025-03-05 11:02:52.364455,10.201.12.39,224.0.0.252,IGMP,60
68,2025-03-05 11:02:52.467410,10.201.15.27,224.0.0.252,IGMP,60
69,2025-03-05 11:02:52.467410,10.201.10.91,224.0.0.252,IGMP,60
70,2025-03-05 11:02:52.467410,10.201.9.105,224.0.0.252,IGMP,60
71,2025-03-05 11:02:52.571158,10.201.10.127,224.0.0.252,IGMP,60
72,2025-03-05 11:02:52.571158,10.201.10.33,224.0.0.252,IGMP,60
73,2025-03-05 11:02:52.571158,10.201.14.199,224.0.0.252,IGMP,60
74,2025-03-05 11:02:52.571158,10.201.14.233,224.0.0.252,IGMP,60
75,2025-03-05 11:02:52.571158,10.201.11.189,224.0.0.252,IGMP,60
76,2025-03-05 11:02:52.571158,10.201.15.50,224.0.0.252,IGMP,60
77,2025-03-05 11:02:52.686091,10.201.10.59,224.0.0.252,IGMP,60
79,2025-03-05 11:02:52.774100,192.168.1.1,224.0.0.252,IGMP,60
80,2025-03-05 11:02:52.774100,192.168.1.1,224.0.0.252,IGMP,60
81,2025-03-05 11:02:52.774100,10.201.14.100,224.0.0.252,IGMP,60
82,2025-03-05 11:02:52.876649,10.201.10.164,224.0.0.252,IGMP,60
83,2025-03-05 11:02:52.876649,10.201.12.217,224.0.0.251,IGMP,60
84,2025-03-05 11:02:52.876649,10.201.12.217,224.0.0.251,IGMP,60
85,2025-03-05 11:02:52.978902,10.201.8.85,224.0.0.251,IGMP,46
86,2025-03-05 11:02:52.978902,10.201.9.105,224.0.0.252,IGMP,60
87,2025-03-05 11:02:52.978902,10.201.10.127,224.0.0.252,IGMP,60
88,2025-03-05 11:02:53.019459,10.201.8.175,172.64.155.209,TCP,54
89,2025-03-05 11:02:53.043200,172.64.155.209,10.201.8.175,TCP,60
90,2025-03-05 11:02:53.043251,10.201.8.175,172.64.155.209,TCP,54
91,2025-03-05 11:02:53.091195,10.201.10.33,224.0.0.252,IGMP,60
92,2025-03-05 11:02:53.091195,10.201.11.189,224.0.0.252,IGMP,60
93,2025-03-05 11:02:53.091195,10.201.15.135,224.0.0.2,IGMP,60
94,2025-03-05 11:02:53.091195,10.201.15.135,224.0.0.2,IGMP,60
95,2025-03-05 11:02:53.091195,10.201.15.135,224.0.0.2,IGMP,60
96,2025-03-05 11:02:53.091195,10.201.15.135,224.0.0.2,IGMP,60
97,2025-03-05 11:02:53.091195,10.201.8.56,224.0.0.252,IGMP,60
98,2025-03-05 11:02:53.091195,10.201.15.135,224.0.0.2,IGMP,60
99,2025-03-05 11:02:53.091195,10.201.9.215,224.0.0.252,IGMP,60
100,2025-03-05 11:02:53.091195,10.201.15.135,224.0.0.2,IGMP,60
101,2025-03-05 11:02:53.091195,10.201.15.135,224.0.0.22,IGMP,60
102,2025-03-05 11:02:53.091195,10.201.15.135,224.0.0.22,IGMP,60
103,2025-03-05 11:02:53.091195,192.168.1.1,224.0.0.1,IGMP,60
104,2025-03-05 11:02:53.091195,192.168.1.1,224.0.0.1,IGMP,60
105,2025-03-05 11:02:53.091195,10.201.9.162,224.0.0.251,IGMP,60
106,2025-03-05 11:02:53.091195,192.168.1.1,224.0.0.1,IGMP,60
107,2025-03-05 11:02:53.091195,192.168.1.1,224.0.0.1,IGMP,60
108,2025-03-05 11:02:53.091195,10.201.9.162,224.0.0.251,IGMP,60
109,2025-03-05 11:02:53.091195,192.168.1.1,224.0.0.1,IGMP,60
110,2025-03-05 11:02:53.091195,10.201.0.60,224.0.0.252,IGMP,60
111,2025-03-05 11:02:53.188831,10.201.9.192,224.0.0.251,IGMP,60
112,2025-03-05 11:02:53.188831,10.201.15.32,224.0.0.252,IGMP,60
113,2025-03-05 11:02:53.188831,10.201.9.106,239.255.255.250,IGMP,60
114,2025-03-05 11:02:53.188831,10.201.11.229,224.0.0.252,IGMP,60
115,2025-03-05 11:02:53.286376,10.201.8.125,224.0.0.252,IGMP,60
116,2025-03-05 11:02:53.286376,10.201.13.196,224.0.0.252,IGMP,60
117,2025-03-05 11:02:53.286376,10.201.12.237,224.0.0.252,IGMP,60
118,2025-03-05 11:02:53.389549,10.201.10.165,224.0.0.252,IGMP,60
119,2025-03-05 11:02:53.389549,10.201.14.119,224.0.0.252,IGMP,60
120,2025-03-05 11:02:53.389549,10.201.10.105,224.0.0.252,IGMP,60
121,2025-03-05 11:02:53.389549,10.201.9.193,224.0.0.252,IGMP,60
122,2025-03-05 11:02:53.389549,10.201.15.27,224.0.0.252,IGMP,60
123,2025-03-05 11:02:53.490072,10.201.15.135,224.0.0.22,IGMP,60
124,2025-03-05 11:02:53.491789,192.168.1.1,224.0.0.1,IGMP,60
125,2025-03-05 11:02:53.491789,192.168.1.1,224.0.0.1,IGMP,60
126,2025-03-05 11:02:53.491789,10.201.8.56,224.0.0.252,IGMP,60
127,2025-03-05 11:02:53.491789,10.201.9.105,224.0.0.252,IGMP,60
128,2025-03-05 11:02:53.491789,192.168.1.1,224.0.0.1,IGMP,60
129,2025-03-05 11:02:53.491789,10.201.10.127,224.0.0.252,IGMP,60
130,2025-03-05 11:02:53.491789,10.201.10.33,224.0.0.252,IGMP,60
131,2025-03-05 11:02:53.599940,10.201.11.59,224.0.0.251,IGMP,60
132,2025-03-05 11:02:53.599940,10.201.11.59,224.0.0.250,IGMP,60
133,2025-03-05 11:02:53.599940,10.201.11.59,224.0.0.251,IGMP,60
134,2025-03-05 11:02:53.599940,10.201.11.59,224.0.0.250,IGMP,60
135,2025-03-05 11:02:53.599940,10.201.11.59,224.0.0.251,IGMP,60
136,2025-03-05 11:02:53.599940,10.201.11.59,224.0.0.250,IGMP,60
137,2025-03-05 11:02:53.599940,10.201.11.59,224.0.0.251,IGMP,60
